t1 ;latitude;longitude;t2;LV_voltage;t3;BMS_volt_min;BMS_volt_max;BMS_volt_avg;BMS_volt_tot;t4;BMS_current;BMS_charge;t5;Accel_x;Accel_y;Accel_z;t6;BMS_temp_min;BMS_temp_max;BMS_temp_avg;t7;MC_motor_temp;t8;MC_power_stage_temp;t9;MC_air_temp;t10;MC_actual_speed;MC_actual_current;MC_output_voltage;MC_motor_power;MC_cmd_current;MC_DC_bus_voltage
23;52.96232;6.53125;23;22.47800907;23;19.83066971;11.88965437;10.9828346;17.3081991;23;22.42450654;20.21573034;23;23.82124195;24.75372762;21.75368587;23;20.52198404;12.06174929;15.20605622;23;13.50688336;23;17.40024716;23;21.93820384;23;13.06530988;16.17462296;13.73197606;21.92970583;15.06354287;19.59347638
24;52.96228;6.53123;24;11.31691334;24;20.71817661;18.62715989;10.28943361;12.03119912;24;18.96111356;20.76012832;24;20.45147795;19.78176082;13.67200832;24;15.41790276;21.85687078;20.24665547;24;21.72021679;24;21.90217708;24;21.44271502;24;24.3385936;24.66042847;14.99089418;23.03276686;21.41161374;16.12569792
25;52.96222;6.53121;25;23.70712257;25;20.08307731;20.51102756;16.37404175;17.14512368;25;14.057837;12.82514133;25;23.88947052;14.39487279;22.68136121;25;12.05171139;14.44621899;18.68265516;25;16.74918683;25;17.86315884;25;24.25296951;25;17.13893742;12.53854651;22.21423176;11.50303595;16.37055022;12.76949253
26;52.96217;6.53117;26;17.52379732;26;20.30753593;10.50446232;11.12952593;21.83469569;26;18.07949214;14.58146164;26;12.36996392;20.55957129;19.80292429;26;13.82028986;18.44727774;21.4588695;26;14.8446934;26;20.59234057;26;18.87579188;26;24.55742895;24.70051237;13.58616172;10.26408955;21.79989287;14.77214004
27;52.96213;6.53113;27;14.84557222;27;16.78653913;21.39505574;16.427508;20.19237886;27;17.68201206;11.13334241;27;18.7351537;19.57263907;22.66836121;27;13.79688681;21.17821529;18.76712145;27;22.82281689;27;18.92124107;27;17.75072958;27;13.02745783;18.06600037;19.26400562;16.4708122;23.74260691;16.08513929
28;52.96209;6.53107;28;20.60744755;28;22.14190124;16.25024435;24.21409391;19.93127275;28;16.43833844;12.15871036;28;16.69474206;19.80818267;19.18120502;28;21.90165731;16.01094006;14.26505399;28;15.54576608;28;13.82582956;28;19.51502987;28;21.62887135;12.26236372;23.61548063;24.5664838;21.77294551;14.77861673
29;52.96204;6.53101;29;22.49768151;29;17.60838109;14.98546263;11.93580698;17.16251458;29;14.9923761;13.76428426;29;12.16193066;15.51719413;11.80450717;29;10.32448872;13.19900894;12.85067721;29;10.12636618;29;20.49829649;29;18.33717662;29;18.29687407;16.59871834;15.28056577;11.53984197;19.38006103;18.04000891
30;52.96200;6.53093;30;18.57624143;30;18.0420154;21.17513518;20.89759985;10.57734483;30;23.40295617;14.69062316;30;19.85722023;20.75439162;23.1319399;30;17.09446379;12.0408499;10.88745766;30;22.96863553;30;15.0732676;30;21.21131678;30;12.20382989;16.96712024;20.72585057;23.37872582;10.6997457;21.74249797
31;52.96197;6.53084;31;13.48357633;31;15.17727846;22.50186847;21.63000722;24.10604713;31;24.56531753;22.91670475;31;16.79330306;14.43795186;22.91329023;31;18.86243958;15.20979355;10.76594814;31;13.17675593;31;12.85814268;31;23.20475485;31;13.26439609;16.47751677;23.75591616;14.35338231;21.75743558;17.99177929
32;52.96195;6.53077;32;19.58222958;32;20.48029673;13.51934117;15.68404194;22.01685456;32;18.56081222;15.03772637;32;12.49640064;24.24554075;16.57715056;32;21.7185972;10.90806008;16.68649306;32;22.32410205;32;12.89059693;32;12.55762678;32;14.56875018;24.3310481;23.58669605;15.06815537;15.73255067;10.8529217
33;52.96193;6.53070;33;22.0086688;33;15.06312656;22.08521081;22.77134429;23.71326474;33;24.22200655;18.03663373;33;23.61593607;24.85580671;21.24741304;33;16.48382258;18.10818244;21.44599608;33;23.81433675;33;13.53170624;33;15.12395632;33;14.88684442;18.34668903;19.6867099;15.48082286;13.40425374;21.64547585
34;52.96192;6.53061;34;16.8286;34;15.69709692;14.25521275;12.58832321;15.09183834;34;24.53741986;17.08757662;34;20.67762086;20.38175898;15.69141578;34;18.13180683;22.96811784;20.92812595;34;18.4499201;34;17.05604525;34;17.01481139;34;24.68884119;14.34269444;24.99254573;22.35581422;12.73450316;11.0569755
35;52.96191;6.53053;35;24.2844889;35;23.91620328;11.44411139;17.73628136;11.5710477;35;15.67390023;14.1347558;35;11.06155951;10.06054387;21.88222628;35;17.01427418;17.10790976;19.42816052;35;16.28866883;35;11.73939253;35;19.34015476;35;12.25011052;12.31531551;19.14183906;13.11582729;20.1127161;15.54313837
36;52.96191;6.53045;36;17.89852975;36;23.33179157;13.83817443;15.44459241;17.04509204;36;15.60824167;10.74927628;36;14.34628779;18.8663569;21.03088089;36;14.70739669;15.45109385;11.41035178;36;19.20449792;36;22.99567698;36;18.39999363;36;22.7735464;15.18314039;11.62412651;13.98193138;22.15407879;20.76829187
37;52.96191;6.53036;37;17.63049717;37;21.07908605;15.69044094;17.53788658;22.3610173;37;11.57708224;12.0335941;37;14.73985371;16.37429231;13.93302865;37;16.66538713;19.63526318;20.82847219;37;21.87910846;37;11.07659922;37;16.46283614;37;10.58740557;22.61905617;14.67824952;12.17480537;21.53776019;14.02521473
38;52.96192;6.53029;38;23.13860935;38;20.02474054;13.06430245;16.40485654;21.25327115;38;24.59299033;10.02394243;38;18.87366192;15.17991303;21.00984041;38;11.53110165;19.82947277;14.52621323;38;12.27429879;38;11.11412711;38;11.70005754;38;20.38410384;18.02089289;24.97962649;19.44699469;10.6756666;20.17108673
39;52.96193;6.53021;39;14.26442361;39;17.90271572;16.72160931;18.75642762;15.32148746;39;17.25422449;19.97822903;39;13.16652991;13.33653081;16.62228237;39;21.88094006;24.11205662;14.41438092;39;17.48743421;39;22.34297424;39;24.44388214;39;18.64138595;14.6246313;19.25164854;13.02833255;14.51567446;21.59875718
40;52.96194;6.53013;40;13.57353046;40;22.37432788;20.37686949;15.06795486;22.83988826;40;10.37464852;14.6875156;40;20.12943231;22.60461003;17.14694436;40;10.76176928;20.10635272;16.79064756;40;23.80126438;40;11.41583223;40;19.12912998;40;19.04671888;19.87566293;13.91633617;19.64069115;12.38226528;14.4797271
41;52.96196;6.53004;41;24.48939177;41;20.00556973;20.89291229;15.53799576;16.82718326;41;16.55676276;21.80356424;41;17.55816434;18.65469599;23.66490529;41;23.17494739;18.10622223;20.51238482;41;13.61173662;41;19.83354879;41;19.12923998;41;16.00550821;20.35065155;20.06506117;24.69515124;12.4364902;21.58227306
42;52.96199;6.52990;42;15.84363303;42;18.44419523;21.03310912;24.54998506;10.82285693;42;13.90960929;11.41276221;42;11.79275447;23.07325097;22.23057458;42;13.85046318;11.47826418;10.87966952;42;14.77051075;42;22.08210128;42;20.82601167;42;23.17636415;17.54800183;24.91573135;23.31389252;20.24326846;12.82219666
43;52.96204;6.52977;43;22.24542072;43;20.30506943;20.55220722;23.96641396;22.04416039;43;11.83775085;11.28417727;43;24.6996709;19.72661567;17.73918255;43;13.64638652;18.31643098;18.20093464;43;16.82822259;43;20.43820008;43;22.2922352;43;14.75698729;13.96936541;16.30504069;22.53813375;14.57934685;15.79168348
44;52.96208;6.52965;44;18.36514672;44;23.22947497;22.38315063;16.64198946;16.49910341;44;17.96058277;16.07235114;44;12.10273491;18.21332748;11.58156474;44;14.72722524;22.00456587;13.25258149;44;14.62287576;44;20.78116133;44;10.52999141;44;13.82767764;15.72371149;19.7339011;12.48215772;19.4661652;15.56019048
45;52.96215;6.52953;45;22.33157444;45;12.35508248;17.05043329;11.82507507;24.26810191;45;18.59003676;18.54208778;45;22.75506703;12.58015728;12.21678719;45;11.92692345;24.93132405;23.4006818;45;12.71917656;45;16.63193737;45;12.01975244;45;16.83048601;17.17732129;11.83969989;23.06809851;24.97562183;23.79617101
46;52.96220;6.52944;46;15.03326578;46;12.53031322;10.76526833;19.61662323;20.04189327;46;18.86021029;11.82227392;46;18.32948033;12.473552;19.85284127;46;10.946693;13.54375664;10.63339835;46;12.96914306;46;12.14078575;46;23.64059716;46;11.64701638;20.26928788;17.2427978;19.52573687;12.85458695;10.88066509
47;52.96227;6.52937;47;24.58125958;47;17.79310338;10.36597218;21.72152545;19.22710463;47;11.90517621;15.19290121;47;23.43722077;23.51688082;10.37541252;47;15.37465851;20.77165189;22.42718295;47;11.05924817;47;11.20805331;47;20.72311216;47;20.02499982;24.02120058;23.00947233;13.17067605;18.24741688;15.61146427
48;52.96235;6.52933;48;18.67635743;48;12.74639004;12.07173719;17.68767949;21.49088134;48;16.87846882;14.46374511;48;16.74335556;17.58520899;19.17540395;48;23.80855866;14.68076325;10.52241503;48;15.80219245;48;10.61705363;48;15.07181851;48;10.38168586;18.72968802;22.21320695;24.17024258;17.36316288;11.14718752
49;52.96244;6.52931;49;19.76296755;49;20.52551716;24.06446298;24.38173279;17.10730707;49;10.62172111;16.74236957;49;14.91946104;12.13459136;22.33949872;49;17.4895507;12.61061652;19.04320348;49;15.28817956;49;11.75772222;49;17.29321951;49;11.60387706;20.92157497;16.33115581;12.00552278;19.67913528;22.09778902
50;52.96252;6.52931;50;18.34317435;50;10.97988757;15.71629767;10.32407511;11.49606261;50;10.2038901;22.59559563;50;22.50885803;14.21280412;10.03549549;50;12.3251326;22.50088599;17.51583374;50;11.91805159;50;20.05131455;50;20.39260519;50;10.64693065;20.3657322;23.5030917;18.71919289;16.73459818;13.36751059
51;52.96259;6.52934;51;23.36114403;51;17.96740833;18.48315699;21.53415085;21.67886783;51;24.4224706;17.30031711;51;14.42733723;22.78487484;16.5367351;51;10.8543744;20.33830616;21.7029425;51;19.52794954;51;23.54743955;51;14.98215908;51;19.46032996;16.5231162;19.51912334;23.4072271;12.78174775;24.97094775
52;52.96272;6.52942;52;16.38283192;52;17.38942653;23.02516907;19.03448029;12.2214253;52;19.12062758;21.37805632;52;10.39548723;22.14386109;17.78592656;52;16.17458997;14.90814333;17.12267914;52;14.44233493;52;14.69671116;52;11.34181461;52;20.30100659;22.18287512;18.84544289;22.41295785;19.47943243;10.33436083
53;52.96299;6.52968;53;20.24351607;53;21.37731304;24.74021973;23.36228109;17.7143246;53;21.51048206;11.98740806;53;18.05570842;21.50793472;12.40621871;53;24.64828406;13.60787964;13.11648446;53;23.67323481;53;14.60580474;53;16.22471652;53;16.61417596;11.9984354;17.20878805;12.23482124;23.68979861;18.17107232
54;52.96307;6.52977;54;20.1353289;54;10.69457922;22.38476444;19.94036972;21.94810554;54;22.1530183;15.49060423;54;24.1065465;23.31069561;20.60176553;54;14.90044666;21.15721209;18.78990819;54;14.66977591;54;19.91627468;54;11.23933121;54;24.74451335;17.70486474;20.38117902;10.55195443;12.66813077;21.27124236
55;52.96313;6.52982;55;20.24933948;55;23.37041311;23.94284746;15.88880743;12.75579154;55;10.17964158;12.95448889;55;24.32623657;13.99310307;10.0237413;55;24.36545703;12.3614911;21.80420181;55;10.86660227;55;17.95039036;55;13.78417645;55;20.12588014;18.07757632;10.25659827;16.92772322;12.74459121;20.81776092
56;52.96318;6.52985;56;20.61576392;56;12.96550777;12.60664743;16.55235446;21.31760046;56;12.09672613;19.06069461;56;17.86233429;19.98233632;17.96906708;56;24.11102276;24.64758522;18.27079304;56;15.05030882;56;12.13832548;56;16.23560723;56;21.4342102;10.54151464;14.78509601;20.09918307;21.66869687;22.78249676
57;52.96322;6.52986;57;14.61660649;57;23.04677338;20.09366517;20.83654659;21.98661961;57;18.46370551;14.77039282;57;14.59833855;16.97109193;18.64467851;57;17.57202995;17.41363524;16.25664219;57;11.29369373;57;19.44378652;57;14.24892437;57;14.44035624;11.46467413;18.56211341;18.95829175;16.6877631;18.57829537
58;52.96326;6.52987;58;16.82978879;58;17.49126101;21.86181324;11.00225544;11.82757864;58;20.90784695;15.58893736;58;15.60570681;22.87928382;23.22299815;58;22.40925112;16.7980363;19.7985122;58;19.84413995;58;10.34761142;58;11.25639505;58;19.38621809;15.76355214;18.64305113;21.59919864;12.86475604;22.83138238
59;52.96332;6.52987;59;13.83014045;59;17.48155499;18.13890472;11.38410025;21.91987981;59;14.24487913;23.31635543;59;19.14429989;20.95094656;17.00218189;59;21.25723662;23.84130812;24.19013481;59;11.2370007;59;16.77945143;59;15.22539838;59;14.64394745;24.6525782;24.5447451;15.76505668;23.37744754;17.14899741
60;52.96337;6.52985;60;23.10486316;60;14.18654559;18.31995442;20.69958618;18.02229438;60;14.77443703;12.46672601;60;10.21070178;23.89577671;13.35887467;60;24.67525436;16.43266604;18.25871918;60;23.23730403;60;24.83203099;60;15.24774704;60;21.59735762;22.04999769;20.93796651;13.12338246;21.83352064;24.59172724
61;52.96343;6.52982;61;11.61003301;61;14.17972443;19.74292634;20.71762451;11.26249813;61;17.91136291;19.10411861;61;20.52633093;16.45644349;17.60494807;61;13.81876014;17.50380402;15.95250198;61;18.71618564;61;19.98623302;61;14.68988673;61;18.23774893;11.60286489;16.39925963;21.88210671;22.55790364;24.56592169
62;52.96347;6.52979;62;14.3109244;62;15.71692858;11.78226411;16.84759352;18.10298682;62;21.78650333;12.01028667;62;15.94681447;19.03308239;16.02949375;62;23.67803451;18.2850493;24.51028319;62;21.14709364;62;15.64772283;62;15.6876033;62;17.98629756;16.46243566;14.5207739;20.43527415;11.00859965;12.75965522
63;52.96350;6.52975;63;11.02836232;63;17.86759929;12.72215331;16.219061;22.2417768;63;24.00693089;21.05253079;63;21.49619089;23.16226772;16.33938711;63;16.72529149;19.20843461;22.83281885;63;10.17646582;63;20.92852564;63;12.30262477;63;11.02969344;24.77470911;19.64708231;11.47628291;23.28654242;24.81673754
64;52.96353;6.52969;64;16.554126;64;17.17669793;21.67272982;12.25103973;18.06786502;64;10.19277986;10.30283577;64;12.56269141;16.71801952;12.40158687;64;19.35014814;24.89859151;19.41075023;64;13.1079029;64;19.17018851;64;22.89757454;64;10.67065355;24.53410709;15.3944698;13.78894958;10.84975018;16.51593877
65;52.96355;6.52963;65;18.49414525;65;12.71098876;18.42890241;22.02223114;11.69323273;65;18.81141105;17.95417497;65;22.90888986;24.30958919;23.03119322;65;21.82666847;11.74855067;17.57248281;65;17.37196435;65;17.34478947;65;20.263918;65;15.62601093;11.10629702;13.03630782;24.84589295;18.10485003;11.86635999
66;52.96356;6.52957;66;21.84214989;66;16.58257619;14.39287673;21.70517086;18.06003356;66;22.11475301;17.12017575;66;24.06527366;24.17913201;21.76208775;66;24.68686638;17.51686049;18.0511712;66;18.17629191;66;24.5240061;66;14.00648357;66;10.03896334;23.08425238;11.41323323;11.2210095;11.95850265;16.2033696
67;52.96356;6.52949;67;19.92065087;67;17.27596405;15.10897639;18.37625635;11.24433445;67;21.51469954;13.96991896;67;19.03080711;24.06353924;13.8931429;67;18.00837338;19.03656535;14.71970472;67;22.30491824;67;19.42389632;67;16.55314247;67;20.57430539;21.93227313;17.3325453;18.36267406;18.75630808;23.83197274
68;52.96355;6.52942;68;19.66426202;68;18.32276878;20.51299806;20.08190923;21.56624994;68;17.32523855;22.18058352;68;10.23392416;24.83843951;14.73718454;68;22.82410409;15.68553248;10.08978939;68;23.42283465;68;23.6986069;68;17.14842517;68;22.03157714;14.59302049;24.05660091;21.085638;12.6062589;19.14548627
69;52.96351;6.52933;69;16.30791936;69;22.57721239;20.56535214;12.22692135;23.70926747;69;23.72087672;23.59495271;69;16.99590715;20.644269;11.40282124;69;20.80848057;16.21575029;14.44194387;69;17.78095493;69;15.95791976;69;18.76752108;69;18.32532684;24.10639703;17.20872784;19.49191536;14.04331309;23.8222777
70;52.96346;6.52925;70;22.88485279;70;15.36847736;20.68202586;24.91866847;24.44661641;70;10.04545874;19.04182127;70;20.83892832;16.1062869;10.90951984;70;10.41849987;24.99404537;23.645537;70;10.2711783;70;12.16911872;70;13.35354221;70;10.74623505;19.20939286;12.72979065;18.0846632;13.67940835;13.16067553
71;52.96340;6.52915;71;18.57250002;71;14.11628416;15.33386539;13.37721378;18.77502064;71;18.1962504;23.84837115;71;21.81087574;20.21667008;13.07257344;71;15.73044501;18.72697589;18.1773363;71;20.90829616;71;23.7784866;71;17.41801059;71;15.42748295;18.61018468;21.55287857;20.17642317;22.02792868;16.87219758
72;52.96313;6.52886;72;17.391214;72;11.14165182;19.24013965;19.42522674;17.73190557;72;14.35387825;23.30180889;72;14.09191314;18.68094501;14.12620279;72;10.45326199;16.55379412;14.2187454;72;14.73910893;72;12.02860842;72;24.36308657;72;23.71487926;19.50694646;23.44627044;15.40504281;19.75151179;14.30070932
73;52.96297;6.52874;73;19.47345765;73;21.00400522;22.7591272;17.47161626;10.90812588;73;11.40123704;15.03655812;73;15.77703787;11.19582703;16.64595968;73;11.75722654;24.73513844;21.51576186;73;24.06419452;73;24.04431002;73;12.5902898;73;10.28672573;17.22851913;12.1824835;10.67726581;22.98511682;14.49371741
74;52.96263;6.52849;74;11.66716554;74;10.90201052;10.65627212;10.64793457;16.39756811;74;18.57153594;21.64855703;74;20.61558425;24.86072898;16.48087193;74;13.28324237;14.65664927;14.47760131;74;16.67528054;74;22.4576107;74;17.71338271;74;14.97709514;18.3222198;23.67046692;19.57947599;11.66398375;22.89297464
75;52.96232;6.52834;75;10.9001755;75;13.19178178;21.80658105;18.8484917;10.13886472;75;15.42353817;14.98888002;75;18.55922379;15.35059829;11.74247843;75;10.48485595;21.28572915;11.95214484;75;13.14761371;75;14.91318217;75;13.37457922;75;13.82673719;21.99489672;10.75996495;16.68378262;14.90167733;11.78086143
76;52.96206;6.52816;76;16.92552987;76;19.32215458;12.06509593;11.27904785;16.3459947;76;12.10682731;19.81406692;76;18.49783416;20.26899338;17.16277314;76;24.94155978;24.39444523;16.93453444;76;24.47308856;76;19.97789564;76;23.96424353;76;17.51115411;14.14700679;16.03280144;24.74631183;21.55592414;16.67498054
77;52.96169;6.52782;77;10.5388314;77;20.32016188;16.94538224;11.27777359;20.9616796;77;16.89312149;21.44385971;77;21.33219614;13.31572395;18.38952994;77;23.19513592;21.00025197;18.17196713;77;17.31216871;77;14.07809231;77;23.81007747;77;13.61910051;13.75214854;20.82596738;13.74210554;17.83382018;20.01604291
78;52.96016;6.52620;78;10.39405155;78;23.86561401;19.22982385;10.12480203;15.58604594;78;24.72321842;10.19346186;78;24.24913507;20.56150593;24.301307;78;18.03642689;19.80189548;22.65302703;78;16.6235665;78;17.81182409;78;21.86862672;78;21.44655544;22.99074494;20.62665182;18.35187871;16.57738044;14.58814404
79;52.96001;6.52601;79;22.22681249;79;17.48501698;13.0447452;21.69605505;11.3716639;79;21.17195215;13.44370858;79;21.07273351;13.8641552;18.81821404;79;13.03794318;19.56265563;24.70523827;79;21.71258421;79;18.75531581;79;22.45705872;79;19.24293514;20.35602086;14.95069312;21.45726543;15.65071048;10.21445008
80;52.96000;6.52600;80;17.94965546;80;10.60266145;18.4556077;17.75881787;17.06387506;80;19.4865011;18.59151125;80;17.11656321;10.5440838;22.21735691;80;14.59034081;15.08277593;24.17816426;80;24.60405194;80;20.58474095;80;13.11852864;80;22.26216692;11.99777109;10.76990676;14.48452194;23.88682131;13.77404458
81;52.95976;6.52569;81;15.17544585;81;12.51979556;16.80570913;23.3944224;14.91824738;81;13.21386095;11.82830512;81;23.75527039;17.04485544;12.81329876;81;24.94598762;18.92341767;23.24248296;81;12.62152728;81;17.46631224;81;11.60438324;81;12.78070439;22.9454325;11.85220916;11.44752357;20.22370369;15.66184137
82;52.95777;6.52320;82;18.68952479;82;13.93954689;19.85221627;22.91720954;16.99425551;82;24.75692642;14.13685473;82;11.18541178;11.89361417;21.46755462;82;15.38740789;16.23961007;19.26434779;82;10.89486749;82;11.00074012;82;12.30619907;82;16.52463938;20.71258636;16.87500895;21.25714872;21.46090865;12.73814435
83;52.95773;6.52316;83;10.58615022;83;15.68549508;23.57798364;21.99788685;10.42120327;83;17.72767478;12.94115569;83;14.70113689;16.78246096;22.24007142;83;12.38854714;18.97433103;15.88950578;83;18.30693374;83;19.15135162;83;23.76242278;83;17.79495031;21.37034923;24.07612825;16.94644638;15.97559875;11.56284971
