t1 ;latitude;longitude;t2;LV_voltage;t3;BMS_volt_min;BMS_volt_max;BMS_volt_avg;BMS_volt_tot;t4;BMS_current;BMS_charge;t5;Accel_x;Accel_y;Accel_z;t6;BMS_temp_min;BMS_temp_max;BMS_temp_avg;t7;MC_motor_temp;t8;MC_power_stage_temp;t9;MC_air_temp;t10;MC_actual_speed;MC_actual_current;MC_output_voltage;MC_motor_power;MC_cmd_current;MC_DC_bus_voltage
28;52.96209;6.53107;28;21.33349685;28;23.41359223;14.83393145;24.73001365;17.62266471;28;12.01397857;20.17004609;28;10.69184245;18.31104191;13.35406208;28;24.20518468;12.46568891;23.21738048;28;19.35031453;28;19.63826743;28;13.83687152;28;20.96229594;17.98600102;20.34382194;21.18266907;19.83929306;20.18884509
29;52.96204;6.53101;29;19.45747446;29;14.16802259;22.31867237;17.96193514;22.21969471;29;13.57762493;17.06019135;29;14.6460031;11.16663516;21.03246637;29;18.22678247;18.20049483;13.83574308;29;21.18250438;29;22.73168467;29;19.00106643;29;10.58656512;20.93104459;12.26727985;23.97358285;20.93248372;21.13746652
30;52.962;6.53093;30;23.62701974;30;12.69514754;24.97259005;23.5230654;17.26461758;30;21.6940838;22.20792553;30;10.62074574;10.66230499;11.91410597;30;13.64663192;10.1367529;15.25669831;30;18.41999185;30;10.91461504;30;24.8845581;30;20.88288485;23.64356628;19.68191401;17.94609545;14.48000503;19.67179679
31;52.96197;6.53084;31;11.48748167;31;16.47174406;13.02794949;12.68675184;11.71172633;31;10.32010449;10.57112611;31;12.00913031;15.35252052;20.3215646;31;20.66914874;20.50495703;14.6165634;31;23.66737542;31;12.78266779;31;20.73917727;31;17.99070027;16.90976363;21.86942498;12.55121224;24.86900908;12.97296425
32;52.96195;6.53077;32;16.49393518;32;14.67896802;24.4272492;11.02188111;11.00999778;32;17.71425947;21.09708299;32;18.07048394;17.83242053;17.77000098;32;13.52558174;11.88498737;10.35057535;32;22.36799931;32;12.60444054;32;17.13142222;32;20.50379372;21.02059696;13.51286558;14.48084194;21.17096617;18.60412807
33;52.96193;6.5307;33;16.43633084;33;22.23831907;13.0609942;11.90608096;18.20829976;33;17.27184472;17.44018659;33;10.3314916;13.44470176;14.43148004;33;13.30060447;17.80402493;16.76381342;33;10.42512507;33;21.02601119;33;18.91978756;33;13.59718217;20.17931221;13.10325633;11.81863316;24.33972173;23.16745069
34;52.96192;6.53061;34;12.54608994;34;12.03949201;21.91837056;14.77779915;15.147122;34;15.93041186;14.10514611;34;12.53862858;24.09808393;10.89365497;34;14.67180884;18.21475216;11.72156647;34;21.50490069;34;23.88635846;34;23.79552895;34;17.75045119;17.32183621;18.01559196;19.17790805;24.93201897;16.42851675
35;52.96191;6.53053;35;10.50434213;35;23.17291117;23.62549081;11.2928211;20.8522474;35;23.95389236;17.98068349;35;19.37722954;20.02704849;14.06692648;35;19.29385358;21.3066719;17.79924491;35;17.27201586;35;12.51559189;35;19.38615679;35;18.81570153;18.30312118;24.21233094;21.46731356;12.85734709;24.0018571
36;52.96191;6.53045;36;16.17691353;36;14.61315159;21.17850779;23.68015567;21.06770415;36;23.36041922;19.99975138;36;21.10151617;21.45723973;15.79567587;36;15.203552;18.33690309;19.80151918;36;13.17633781;36;17.72006984;36;10.27253103;36;13.45294975;13.35788856;17.9700668;24.7215839;10.04999687;14.12779755
37;52.96191;6.53036;37;10.23440488;37;13.11936223;13.4092917;20.54109363;13.6303236;37;13.83325044;11.89818636;37;17.10839435;17.85225317;15.33740341;37;17.82621507;18.49693851;20.11389714;37;20.59474167;37;23.13792056;37;13.48677555;37;17.09890529;20.4954133;18.91294294;12.66451674;12.51483878;20.62855909
38;52.96192;6.53029;38;18.99386784;38;18.84974095;18.87934339;10.63603835;12.85430748;38;14.52510295;14.30209722;38;17.83581275;24.07601834;21.17352241;38;14.36660427;22.75499344;15.00537028;38;22.39835639;38;14.93627594;38;13.35934183;38;12.16331846;19.71486852;14.10730134;11.1543144;15.97500976;23.98728684
39;52.96193;6.53021;39;21.3594368;39;23.20142186;22.56634917;12.26072871;13.20740098;39;11.3765102;14.1923684;39;20.13268857;14.46723713;18.39200606;39;24.24839429;23.60974798;21.73049144;39;21.89673582;39;24.6594427;39;19.77424232;39;22.44562037;10.57727693;24.41646831;19.69134282;12.31847171;24.34096933
40;52.96194;6.53013;40;20.44231746;40;23.51309814;14.86223875;22.16313894;14.41150812;40;10.04748144;12.31470436;40;23.17111117;21.96572664;19.63047316;40;14.79619944;22.15025474;17.17511741;40;10.48969762;40;24.4081796;40;22.86199598;40;23.54358926;19.92266788;20.54697049;17.48933532;16.79540243;16.23337705
41;52.96196;6.53004;41;13.70802794;41;23.55282086;14.72911701;15.66401077;15.45510832;41;22.16759235;19.93955474;41;13.89778068;16.16039255;23.25879325;41;12.20442146;22.56648514;13.12055087;41;10.58161273;41;18.22166453;41;13.20453787;41;18.45140364;19.84530386;12.19824719;10.42438403;17.67462837;22.20951634
42;52.96199;6.5299;42;10.40920828;42;19.15578438;15.493763;16.46381647;14.44117399;42;16.12018799;12.92580979;42;14.04171755;14.13780489;18.34014299;42;15.05328782;11.94622412;20.01538635;42;10.19611969;42;21.07967085;42;24.08778792;42;17.96378815;10.35318235;21.04300644;10.89078501;10.56543535;20.79191391
43;52.96204;6.52977;43;15.15295934;43;20.33225309;24.80279795;10.01267485;13.04850172;43;20.99087024;11.3274541;43;17.23679211;21.89755682;17.44736866;43;11.03224587;13.59649674;13.87402494;43;16.42919929;43;21.8134462;43;17.93017046;43;18.96614774;20.87471267;13.38342394;23.47344634;11.52223543;13.95031253
44;52.96208;6.52965;44;10.36420887;44;10.88374322;21.68691177;11.78801691;20.54139018;44;16.96952953;23.62358586;44;10.45616073;10.94080663;21.60817748;44;17.70971173;24.8902267;18.80364344;44;11.78124412;44;15.51120878;44;18.08596533;44;24.59655088;10.46113266;24.67752186;11.87955176;16.62135865;12.81033846
45;52.96215;6.52953;45;16.84226548;45;17.11655637;20.29290715;13.70563561;11.40970346;45;13.78997466;18.2085836;45;23.89420536;24.36654339;23.98151028;45;14.51198026;21.51344508;16.11686331;45;19.14574766;45;14.68090388;45;17.24169118;45;10.80291268;22.95751341;11.2447939;17.41459492;20.34334273;24.61236911
46;52.9622;6.52944;46;14.66815909;46;11.20993162;17.32648304;12.49117878;23.26882949;46;12.30521221;18.90224267;46;11.77795643;18.51575928;24.96260152;46;11.87496682;21.91647191;21.87394389;46;12.19918014;46;20.21751222;46;10.58664581;46;19.0731348;23.65493433;18.37857522;18.91666606;16.74563044;10.82068639
47;52.96227;6.52937;47;19.94730921;47;11.88984931;14.590558;16.06465933;18.15976581;47;15.78541132;13.50154547;47;22.91877241;20.99235183;23.58556064;47;16.07992113;22.34286296;21.60383901;47;14.52253184;47;22.83288294;47;16.71379387;47;20.44677663;12.24008111;19.70119389;22.70677063;20.79875519;20.89718064
48;52.96235;6.52933;48;24.19453335;48;18.19336628;20.19646043;20.43777736;24.76830779;48;12.69885625;17.77665633;48;15.74460253;16.75545347;21.88204722;48;19.3303398;21.79996065;23.67549305;48;12.39359315;48;16.75686913;48;23.60722306;48;17.5744245;23.77293587;14.66576991;18.26356185;23.26999832;15.49082553
49;52.96244;6.52931;49;22.09493331;49;22.15021139;10.2954242;11.97013401;21.58085723;49;22.31358235;24.15494564;49;21.66114205;22.6530406;12.21172189;49;14.62399477;17.29506807;15.04036782;49;12.29130178;49;10.94358053;49;16.96900345;49;22.40505693;12.83458111;23.5563642;24.59905599;22.61596018;21.85924033
50;52.96252;6.52931;50;22.65882313;50;19.82235489;13.84084487;16.82679749;12.07849645;50;16.30489244;18.43515812;50;15.80012036;20.95978182;19.90123699;50;16.34056393;23.29957576;22.54021297;50;18.9157691;50;23.34143747;50;16.80619189;50;10.80885201;14.88921489;22.85274771;12.27399636;22.49327819;21.67106591
51;52.96259;6.52934;51;17.60555734;51;24.49892474;24.73024024;20.40472043;19.2198778;51;22.86475833;15.13873207;51;24.03906781;19.29502785;23.41268737;51;21.26912972;23.7079949;15.12198287;51;12.30468512;51;14.84377858;51;21.55364676;51;13.25304658;14.61383406;13.85072974;23.43592804;12.66646914;15.77210385
52;52.96272;6.52942;52;12.80490165;52;14.0185287;24.88163962;18.92331761;22.59874603;52;21.0870571;15.08234877;52;14.28816438;16.39809127;10.97051953;52;19.40656041;10.38968422;19.02332635;52;23.65376047;52;15.17550637;52;16.38116112;52;14.91599808;20.47233237;19.57904131;16.15943038;11.42199312;17.46326962
53;52.96299;6.52968;53;22.34930872;53;17.19734867;23.46194557;16.9685138;10.65930539;53;20.89753147;18.78236717;53;15.58244375;24.06401348;14.84292936;53;19.59092284;19.51490345;21.6397052;53;11.40332869;53;23.92538048;53;19.80736516;53;11.10695335;18.3052341;19.65472692;10.21428586;21.68588072;22.15620043
54;52.96307;6.52977;54;11.32219329;54;13.49262609;20.14983657;17.7117908;16.17534805;54;18.62278868;21.21559517;54;19.83712009;17.92162124;13.91196489;54;22.03534654;13.79099533;23.67880823;54;11.35785938;54;15.84686599;54;14.65149024;54;15.06365563;23.25105674;19.45292991;23.93851589;23.71734191;20.98089198
55;52.96313;6.52982;55;23.92787248;55;11.39949384;10.58091218;17.2667223;18.24864131;55;12.31483311;21.38194864;55;12.63623465;14.6126891;15.7222307;55;15.78875991;16.21362715;15.25329199;55;17.05235091;55;10.00356933;55;16.71652221;55;14.85058871;10.98230205;11.24212749;16.75127854;21.06272878;17.73160334
56;52.96318;6.52985;56;16.20958617;56;12.79663643;22.00700555;18.92571023;14.71175946;56;24.48539462;21.92474703;56;11.5538009;16.78800707;15.89196014;56;24.05672191;15.69846067;12.49751261;56;10.44470071;56;12.24404306;56;20.21585418;56;13.52767357;15.87157977;16.51984841;14.90243599;21.60732702;24.13756324
57;52.96322;6.52986;57;24.03600115;57;14.8268697;13.83340177;11.13365363;13.64135475;57;24.68835974;17.25173339;57;24.04631034;11.11741227;24.14424004;57;12.58298879;13.36594988;10.40423101;57;19.56234458;57;12.5634473;57;20.19484134;57;19.50964416;11.39922774;18.66995787;18.20040862;18.94358533;10.37124424
58;52.96326;6.52987;58;24.72097441;58;14.1702206;22.99623325;24.44547567;17.01222015;58;14.682055;14.49278951;58;11.72199827;16.39400609;20.06559622;58;15.63794699;21.49490783;15.52965118;58;10.57551136;58;24.01187777;58;15.74712656;58;15.99615322;18.00637908;17.21430283;11.25543357;16.18258231;11.92877593
59;52.96332;6.52987;59;19.54206011;59;16.10438209;21.58700851;22.15096402;23.66162326;59;15.25117773;24.51720607;59;14.13319888;14.13224493;20.06602206;59;18.96190038;13.06392263;24.90710851;59;10.91125733;59;15.96345812;59;14.40054003;59;20.97428272;12.11584121;15.92005727;18.96035144;17.22354926;16.59884112
60;52.96337;6.52985;60;11.66183149;60;18.38627746;20.8830908;24.30872126;10.62254896;60;22.13705039;24.34869677;60;18.99495747;20.46517023;16.33379867;60;11.96562417;19.99400791;11.16707219;60;13.96948224;60;16.31278251;60;16.35034078;60;23.7052974;15.57079094;12.39825748;23.25039806;10.95609734;17.58623837
61;52.96343;6.52982;61;11.82012674;61;20.09889679;11.26282097;18.42618895;23.63456741;61;24.15668902;16.83493189;61;24.11371015;10.92700905;21.69815394;61;21.97482783;19.86402408;14.70441323;61;24.69689948;61;15.96559721;61;14.57312912;61;12.49761755;12.09747356;11.56488165;21.06918888;20.98256901;22.76139603
62;52.96347;6.52979;62;19.26240881;62;17.91484521;19.12315776;17.93902213;16.76935555;62;10.48684746;14.40945173;62;19.95742668;22.87577831;20.56159299;62;20.66320813;12.30027264;20.20032087;62;17.01682599;62;16.93044232;62;21.8180746;62;22.53003934;23.11493323;10.21112484;15.87726872;18.83831193;14.98112012
63;52.9635;6.52975;63;13.00367526;63;17.83736581;23.2956842;11.68876835;13.19985473;63;17.85752259;19.96174738;63;19.09045261;18.78319322;12.49909218;63;14.75581831;17.47569146;22.07588078;63;10.66703923;63;11.85576966;63;24.33842717;63;21.78500362;10.065819;10.6090413;20.40556037;18.84103128;22.77036469
64;52.96353;6.52969;64;15.20135794;64;24.9932597;15.50771663;20.64057197;16.5467159;64;12.48855675;16.89438561;64;23.0502271;15.85706121;24.46519484;64;12.25689797;11.19076294;14.40774653;64;13.96963754;64;22.60246899;64;17.62987808;64;17.01020664;11.21225822;23.9740793;16.89690696;13.01903815;16.28645264
65;52.96355;6.52963;65;14.89539369;65;10.82528824;14.72763031;16.80468958;24.02173146;65;11.89736136;14.24240341;65;20.83028146;12.42903977;18.37805491;65;17.05375509;18.35878354;12.56674069;65;24.65769891;65;18.44484873;65;19.62111273;65;21.57803051;22.32107352;13.74042287;18.60332958;17.67928552;23.58183166
66;52.96356;6.52957;66;23.04160648;66;22.10409899;18.91267602;14.1482176;24.43381056;66;17.85086214;20.43040796;66;12.24695563;24.88171813;23.18190244;66;19.60717792;24.02425873;23.64707783;66;11.63991447;66;20.23070092;66;18.31571562;66;22.53026868;10.97425253;10.12672878;13.51432466;10.76400053;12.67741349
67;52.96356;6.52949;67;10.9007881;67;12.98104178;18.06456981;21.8093306;17.07142594;67;14.60126407;15.36085373;67;10.1368779;22.54016509;19.11149476;67;16.86340032;19.22243601;23.42888726;67;20.07976411;67;23.22004731;67;12.5703923;67;11.32344481;21.23778573;23.14437812;20.07608488;11.32354154;19.61329713
68;52.96355;6.52942;68;23.77154669;68;10.43282775;23.77762134;19.62625494;17.73588295;68;21.58073063;13.55107168;68;10.68225622;10.17270648;17.1864104;68;11.58697539;22.89959848;15.83585714;68;23.13201246;68;16.9936776;68;20.43054393;68;22.67043003;22.7691861;23.27074721;21.37256374;19.22301352;15.25036165
69;52.96351;6.52933;69;12.04143356;69;22.06750149;12.30660405;24.29116509;12.9433073;69;22.34518521;12.62398161;69;20.75178418;14.56912145;11.30717252;69;18.56700632;13.74575738;17.82104877;69;12.81017324;69;12.03152394;69;17.69239172;69;14.28722039;20.26132754;14.60312926;14.37464977;18.47177942;15.21388181
70;52.96346;6.52925;70;20.41167111;70;16.98904154;21.87410467;15.02820476;17.1363571;70;18.42650418;21.24038596;70;21.62844718;15.99231854;11.0483914;70;10.0584209;12.91327126;24.62892887;70;23.35861377;70;18.79568117;70;23.95617445;70;15.56565759;10.61418599;24.78381286;17.43316176;18.58646439;21.7922691
71;52.9634;6.52915;71;12.25052418;71;21.78057337;11.58528946;11.25504863;12.42902098;71;15.29766771;16.12809707;71;15.18561082;13.47793791;20.91922972;71;20.68176473;23.55081425;13.13142238;71;20.40572508;71;18.2937998;71;11.06801351;71;16.12536741;21.61917079;12.24159637;11.00707831;23.69633324;12.41123583
72;52.96313;6.52886;72;17.84457429;72;11.86024727;21.92294153;18.79398621;15.67506769;72;12.32548675;17.08621377;72;14.46992562;24.68457951;17.52489545;72;15.91224819;12.34088187;16.64382392;72;10.79375242;72;12.73285586;72;19.66603001;72;15.19249033;10.21007313;21.11197514;13.43150931;16.12364051;24.99507197
73;52.96297;6.52874;73;15.75546676;73;22.72570483;19.93919027;12.60988733;14.21534969;73;10.2129826;14.4800001;73;19.03987721;23.86257434;13.68340976;73;24.93569715;14.96559199;19.71261022;73;22.37184609;73;15.53540593;73;18.76206132;73;21.79901989;23.77051369;15.58193158;16.094688;14.43392138;14.44395176
74;52.96263;6.52849;74;11.69579421;74;24.32576341;10.34090083;13.7863661;23.22558042;74;13.89181415;21.9262825;74;23.1540971;15.04978636;16.16291409;74;10.73599824;21.18670358;11.59873915;74;19.31696425;74;22.47161794;74;19.08461525;74;12.16685251;20.0228901;12.9972241;13.00959693;23.78230553;22.02721554
75;52.96232;6.52834;75;11.250667;75;11.1413246;14.30632267;19.13499908;24.28668515;75;19.76149168;12.46525857;75;24.43353406;13.27148247;14.11192881;75;21.47119068;18.61301432;22.13971368;75;13.00480321;75;13.76185733;75;15.62711634;75;17.33721517;10.9864279;14.50541303;11.12998587;19.22537287;15.13382079
76;52.96206;6.52816;76;16.62440544;76;23.00161938;11.78733721;19.95263468;18.23368394;76;15.6891437;21.30902012;76;19.42769659;24.99030881;13.30409767;76;20.15668877;18.62567235;17.28573602;76;18.05866493;76;19.003683;76;21.11032461;76;12.94877824;11.34359469;24.59865515;11.6861205;18.94204309;18.17469382
77;52.96169;6.52782;77;12.30652207;77;19.06267167;20.46239529;24.62543691;20.12131026;77;19.94336787;17.49603998;77;11.82572263;24.56606851;16.35126379;77;17.22320072;16.61399669;17.96713148;77;19.25981295;77;15.68055279;77;10.59917574;77;12.93565591;12.35607762;12.66208665;19.47656287;22.97212314;24.94966792
78;52.96016;6.5262;78;19.74808609;78;17.62701102;14.48262308;16.46425338;15.41720982;78;12.00013001;17.58096713;78;17.71180664;17.92665345;11.55528413;78;10.38450957;16.58781146;14.09842577;78;21.89076466;78;23.86266647;78;11.90177038;78;13.04002625;24.62030018;20.82827809;15.36136506;21.1915438;11.48554561
79;52.96001;6.52601;79;18.00694285;79;15.77056173;13.555086;15.98616143;15.76792265;79;14.72311726;13.64052574;79;18.06256144;13.27366488;20.58284548;79;22.11241143;10.84168095;12.53619467;79;10.75840109;79;20.00185678;79;19.40808045;79;13.90836996;17.60846722;14.19023454;20.88348041;22.46483765;24.53528296
80;52.96;6.526;80;12.73721296;80;12.97186829;23.39037879;19.13755272;20.73523306;80;16.70479011;15.49649387;80;13.82649218;12.16049442;14.14840721;80;15.73320179;13.95323388;16.19264995;80;19.12001524;80;17.05666822;80;15.79186129;80;23.72673692;13.10748996;21.91402176;12.58766708;13.40244907;18.39481979
81;52.95976;6.52569;81;15.50504271;81;19.68462019;10.70796434;10.71285456;13.37239836;81;17.53007587;16.48857486;81;23.34659339;12.44729541;10.13014208;81;22.68048937;14.55388514;11.91814961;81;15.15499845;81;18.30580493;81;11.57443049;81;20.27948142;24.39346374;10.18138531;20.96625847;16.77437263;22.10269896
82;52.95777;6.5232;82;21.14826307;82;15.1064943;10.79539007;12.83213037;22.69945207;82;19.18946507;19.921295;82;24.26998399;15.72170168;21.95950988;82;23.4171587;14.1385874;10.03975611;82;18.54769128;82;15.22710328;82;22.93634244;82;15.61340938;15.6134633;24.23143751;12.90355436;22.59089658;23.61533809
83;52.95773;6.52316;83;24.15243005;83;24.22688436;16.57413546;13.57251263;21.19870068;83;10.46357211;10.66315496;83;24.08153192;19.70245526;16.85739088;83;23.9054174;14.44861542;19.53683702;83;18.54603105;83;18.36001874;83;14.81047549;83;17.84000797;11.14524761;16.84563702;12.06790283;17.95039213;18.18734161
