t1 ;latitude;longitude;t2;LV_voltage;t3;BMS_volt_min;BMS_volt_max;BMS_volt_avg;BMS_volt_tot;t4;BMS_current;BMS_charge;t5;Accel_x;Accel_y;Accel_z;t6;BMS_temp_min;BMS_temp_max;BMS_temp_avg;t7;MC_motor_temp;t8;MC_power_stage_temp;t9;MC_air_temp;t10;MC_actual_speed;MC_actual_current;MC_output_voltage;MC_motor_power;MC_cmd_current;MC_DC_bus_voltage
12;52.96461;6.52930;12;18.74984227;12;21.98421105;18.50762657;22.09043023;12.36639513;12;18.03567632;19.37623582;12;12.05847912;17.5761333;22.13054635;12;15.24671629;16.48080809;16.45702917;12;12.56479828;12;13.59581097;12;12.01214481;12;10.52963626;12.72094156;19.3753017;17.10085013;20.23181426;18.98939639
13;52.96458;6.52937;13;15.31775831;13;20.43546405;18.0245104;22.68874295;22.7815756;13;24.61965115;13.81822331;13;12.71499889;21.25036076;24.72768734;13;24.97953306;18.06579669;19.632824;13;16.40631638;13;22.25736319;13;24.57207826;13;19.65569913;17.96852969;14.92604265;20.29266709;11.07266651;11.87499445
14;52.96383;6.53090;14;12.94034868;14;17.54921259;12.43969048;21.07971243;12.08789907;14;13.106375;16.35044388;14;19.66824019;15.04772924;16.15886428;14;12.46926496;16.64148086;19.46680708;14;22.69069874;14;24.47299816;14;24.80722873;14;18.66894805;21.00636808;12.7615769;12.19274325;18.27863946;12.58264983
15;52.96381;6.53094;15;15.92308947;15;14.80293006;21.37647334;14.674963;17.04379324;15;15.45336992;20.19144883;15;13.4439365;15.10419093;19.55114295;15;19.33824819;11.72667678;16.23635668;15;19.01802969;15;10.92733165;15;21.86468942;15;19.49661137;20.74808205;14.6298055;16.34201608;16.17839739;17.65776038
16;52.96379;6.53097;16;10.46766866;16;20.49741383;11.18277947;10.04324718;21.05839959;16;24.98469264;19.69433415;16;13.68240158;17.55340371;10.18754025;16;16.26794725;20.63628015;23.42255583;16;24.06101781;16;22.15937736;16;16.7801271;16;12.22785508;17.68037527;24.57721521;18.46056424;23.20100968;17.86507122
17;52.96376;6.53099;17;24.20289301;17;20.56861285;16.69754339;13.22596488;18.77597557;17;21.09075052;11.08107296;17;23.62398988;17.71527498;11.2287208;17;11.4406496;13.46648668;17.37656938;17;14.0165838;17;22.59619416;17;17.76295209;17;18.1814322;15.38056639;11.88154019;16.74402278;10.29980231;19.11967575
18;52.96373;6.53100;18;15.73303913;18;22.43757866;16.06237392;12.59458096;15.2713211;18;20.81556818;21.9029326;18;24.80795889;13.78023341;22.49968622;18;10.99749176;13.6698519;12.79301221;18;23.44864637;18;24.25167088;18;22.61587424;18;18.46447063;11.83505406;13.15659487;20.03249768;12.32796248;16.54615683
19;52.96368;6.53101;19;18.29116922;19;13.01297869;20.01762244;16.43450274;22.38257554;19;19.81292095;11.02661231;19;14.77962408;21.14128818;10.73621394;19;22.80827547;11.88681975;12.07166025;19;10.43057815;19;17.58332937;19;14.04913497;19;20.2038222;10.89511135;21.88902451;17.48009335;16.37925378;22.89695636
20;52.96359;6.53103;20;19.2136795;20;15.03416728;10.1430782;11.36534538;21.78711103;20;24.3517718;13.4411463;20;10.86658808;22.90476988;23.98551857;20;16.22922731;24.57369997;18.63230796;20;11.98065588;20;11.02335906;20;19.06488262;20;11.46459999;24.44837297;17.87564352;15.47344601;13.73216812;10.42232363
21;52.96242;6.53126;21;20.36035422;21;15.89559429;16.04416754;23.13999951;17.82985885;21;10.1430262;13.38701484;21;18.35881377;10.95022648;11.89353526;21;12.56557872;16.66481233;23.03300038;21;11.10955623;21;20.8493089;21;21.78813676;21;17.00692888;12.11450596;21.62825115;11.08394019;15.51282466;22.80889545
22;52.96237;6.53126;22;17.02865989;22;14.24798133;20.73638792;13.13161938;20.01980386;22;19.70693688;24.30480451;22;11.70750071;10.37913092;13.79955619;22;20.77561949;24.12820082;10.1942777;22;18.01705218;22;24.54325103;22;19.99436474;22;17.74144531;12.40374678;17.13842393;19.52744286;19.40870646;10.21389062
23;52.96232;6.53125;23;16.0447356;23;11.25637365;19.34630398;23.0746524;17.49721606;23;22.47148242;21.46111952;23;22.09641678;23.72086061;12.40284224;23;22.21184272;22.04782502;24.69785412;23;15.60772264;23;18.75804723;23;11.16011385;23;16.91894225;24.95369506;23.3009677;13.75597834;11.52966496;17.03750289
24;52.96228;6.53123;24;17.70038151;24;11.4092745;15.98903898;12.81135698;21.52869639;24;18.47264713;22.21171439;24;17.69501355;15.1368373;24.34435754;24;16.35030739;10.89241339;16.26526554;24;24.38434149;24;11.8652012;24;13.83017613;24;20.73710749;14.33431283;11.28253976;10.48500629;14.34837108;24.74113612
25;52.96222;6.53121;25;14.8369864;25;14.87301958;16.29130896;12.28104211;11.25737792;25;22.38790157;24.68085409;25;17.3700067;16.26138614;23.90646587;25;20.99839236;11.05935199;20.12758016;25;23.76448827;25;13.69746633;25;17.29380343;25;19.3327706;19.70604596;21.46980119;16.84339999;11.8410158;14.40431318
26;52.96217;6.53117;26;10.05026837;26;19.20433648;22.01344451;13.4017078;18.09117648;26;11.08956823;18.33107351;26;20.88247392;22.57022714;10.97116046;26;18.37580275;10.01890604;13.08352918;26;13.957461;26;14.46805608;26;11.44305122;26;19.4820568;20.44303844;10.71045768;20.30081328;15.28494364;10.00178473
27;52.96213;6.53113;27;17.21394241;27;22.69570887;19.08622889;11.08245908;24.54985167;27;17.83825927;23.88987832;27;14.5593906;12.07779887;12.73710894;27;10.06597367;23.58088536;21.99665704;27;10.35415622;27;16.21528269;27;16.08531308;27;17.65719254;16.39686917;11.06645197;21.11779912;22.11213596;24.23985549
28;52.96209;6.53107;28;13.35994718;28;16.90446568;10.83873443;21.92248362;20.64501483;28;18.76387175;19.17132704;28;23.87000677;15.26937431;21.0366509;28;18.71195614;13.86386784;13.36865696;28;22.06415672;28;17.45233277;28;14.26772776;28;23.37289194;15.44529134;17.17139453;14.92363647;18.31906968;24.12520458
29;52.96204;6.53101;29;21.68104877;29;23.99807225;14.91868799;13.86217779;15.70296849;29;11.94076584;10.33061502;29;19.2306543;17.21872886;20.00399199;29;16.15249235;11.53554764;18.79003434;29;22.25753706;29;23.79181768;29;15.50154259;29;17.59542601;23.17388297;17.88926228;13.49266029;10.00909219;23.54873437
30;52.96200;6.53093;30;21.92751003;30;24.56661194;11.8625127;22.62758087;19.77785369;30;20.78708553;15.70858075;30;17.29400989;12.96579258;22.74052752;30;11.23916148;17.73868;19.89662172;30;16.49918389;30;12.67294987;30;14.34406722;30;17.3256839;21.52437134;12.71174358;10.76321633;19.80420404;18.75115175
31;52.96197;6.53084;31;12.11819412;31;24.08646978;16.8198356;16.36338727;18.44851928;31;20.54286713;10.54474206;31;19.56667776;12.05840104;17.88070095;31;13.91271174;16.4447114;20.2436143;31;11.09524705;31;11.10541633;31;23.27983464;31;11.62431922;16.0348382;14.26154901;21.88546398;13.55032286;14.04957726
32;52.96195;6.53077;32;15.22710437;32;13.00733555;11.5605102;18.51430116;12.24986745;32;10.6724219;21.4413547;32;15.27962997;22.2762524;24.28922082;32;15.82202481;13.12096559;10.20545059;32;19.8622945;32;11.60905578;32;21.00737114;32;15.06592308;20.51361811;15.99092627;10.37251179;19.55569289;21.81229627
33;52.96193;6.53070;33;23.43562023;33;24.14237875;15.4009191;12.9514976;10.68328915;33;11.46451632;13.31573182;33;11.39630796;17.69841211;24.41445505;33;22.18241969;10.41839051;24.17915246;33;20.73277687;33;22.48174229;33;22.73106868;33;22.17857403;21.56211026;10.1321276;12.13970124;10.04436051;12.18178504
34;52.96192;6.53061;34;16.91337299;34;15.06628706;22.57037839;16.78129319;12.51444619;34;24.36593975;24.73524114;34;24.81673972;15.75559842;18.05910693;34;16.49274124;12.16927733;12.54791932;34;14.38828479;34;16.85226131;34;18.78898295;34;23.0180768;13.25965737;20.51273742;13.387021;18.00013502;20.32065589
35;52.96191;6.53053;35;12.24693484;35;16.56139338;14.04312442;14.41668344;20.22389537;35;19.76317006;18.13045151;35;16.06521587;19.4312725;12.54651518;35;13.09188503;23.74282329;15.1293042;35;24.74093646;35;15.82223998;35;23.16332696;35;11.21385155;17.25800324;21.13154947;22.87516234;20.38437344;18.87888834
36;52.96191;6.53045;36;18.52638156;36;11.72026248;22.72314522;19.39211986;21.37444951;36;12.52871396;21.5147499;36;16.56645442;16.74003965;17.93451017;36;13.5794737;13.72890576;13.14556996;36;16.58057466;36;24.78140227;36;17.7673375;36;16.22982319;15.94021559;23.81807355;10.85403722;22.83378687;15.93029161
37;52.96191;6.53036;37;12.39226176;37;23.97590305;19.55834615;22.84705597;19.60062324;37;10.50683066;17.28108623;37;23.3067445;17.54936276;19.09828082;37;14.74137297;21.15916233;11.07333917;37;21.36506627;37;15.49177077;37;13.31609885;37;16.85348007;12.96666635;16.17963911;14.69648082;17.86444325;16.31919577
38;52.96192;6.53029;38;23.49467088;38;16.11743001;24.74110437;23.59402959;22.88689868;38;11.93409408;23.06477121;38;22.63198589;17.39245667;14.17271965;38;17.11352778;17.55057835;12.41492621;38;14.84860668;38;16.59270219;38;16.31334614;38;17.23637034;15.8828402;21.11497121;17.71523792;12.70934548;16.42357975
39;52.96193;6.53021;39;23.01354535;39;21.02783549;20.9790485;13.71615751;23.27864311;39;23.67194155;23.35442781;39;15.80166384;21.71159663;18.44823197;39;17.32872191;11.20579047;16.61963077;39;21.25538745;39;15.10948524;39;10.87949952;39;21.18413643;14.77307121;14.79281089;18.32270379;24.16230278;10.20857677
40;52.96194;6.53013;40;23.25257193;40;13.61953392;23.56508837;24.185052;21.74263592;40;22.00822719;13.47914724;40;12.22989361;12.56449053;14.09197681;40;22.17790039;13.77445458;12.68005133;40;24.72033238;40;21.56800731;40;14.01515743;40;21.42441744;16.93089391;20.58189411;23.69012561;14.75956603;22.61191111
41;52.96196;6.53004;41;23.49971299;41;10.29882997;13.40412632;12.85500672;24.92478863;41;12.75300624;13.48993488;41;12.39242513;14.78837606;16.08381583;41;19.97924852;14.09124726;24.87470303;41;23.51815864;41;18.94986383;41;10.78572943;41;23.17854629;10.71599913;16.65343694;22.21618446;20.00746549;10.33808894
42;52.96199;6.52990;42;15.75728717;42;20.87306039;16.74508991;24.0192394;10.07549553;42;20.50534292;14.43963436;42;14.07825403;20.03633177;18.6016216;42;21.82386065;13.83263461;13.04569387;42;12.93323275;42;20.89979904;42;11.2523158;42;14.28456461;23.85127209;17.13174007;23.78970593;22.2102902;23.66789414
43;52.96204;6.52977;43;11.01423558;43;15.00437091;20.821148;11.7103595;19.94731399;43;12.35890026;14.09804857;43;16.00304888;13.52599474;21.89096106;43;16.21719519;24.20585432;19.48309064;43;19.28779327;43;13.27116839;43;18.24340992;43;12.50046465;16.54123049;24.17076993;13.16266297;12.7031271;18.87147394
44;52.96208;6.52965;44;14.43188783;44;19.12793962;16.0036892;21.81364415;14.12671282;44;11.18373786;15.06802579;44;10.61774108;12.62239131;13.35005201;44;24.29113693;14.34695696;11.7124259;44;21.18315002;44;24.24806384;44;22.87405565;44;21.76549222;18.50191088;14.88717678;15.38467519;17.3871602;21.26038377
45;52.96215;6.52953;45;24.10739288;45;17.19984556;24.75420943;14.13326323;17.90485405;45;19.93962553;16.11250778;45;14.73656772;16.79113421;13.31716294;45;22.06126445;20.01086194;18.85117792;45;13.48438614;45;18.18256623;45;18.74088709;45;22.86231764;11.39878966;10.37730323;11.16265767;16.67905151;17.98857632
46;52.96220;6.52944;46;20.76410826;46;12.54162242;11.36710297;16.17529239;21.66424026;46;18.62052349;22.6586876;46;17.08455905;17.40875139;21.31402752;46;23.95827525;24.30366544;19.26585856;46;17.45723752;46;19.58097703;46;23.88637313;46;20.01567763;17.88808685;15.75408896;16.68848077;17.65850928;14.96384101
47;52.96227;6.52937;47;12.89886984;47;15.87652268;18.28905574;17.46913857;13.56157702;47;14.17217925;18.56471939;47;18.79300666;18.64103364;13.79839315;47;23.65335763;11.90210728;22.48649838;47;23.78079336;47;15.30089768;47;19.6824253;47;14.00923319;23.84586385;15.33746422;13.01645238;22.14560754;10.69028096
48;52.96235;6.52933;48;12.61168786;48;10.75966263;15.98877448;15.61299813;20.9895706;48;12.64224035;15.0043896;48;14.81999822;11.49736681;14.45306098;48;24.56490854;11.64659774;21.41947905;48;14.79908415;48;19.0888013;48;19.47637531;48;17.6840916;21.98650658;24.42803118;22.15951157;13.21494411;13.34259503
49;52.96244;6.52931;49;21.9213681;49;19.58047274;21.24186311;24.84713195;11.45251993;49;11.47653771;16.10888735;49;22.11161164;19.10000558;18.69772372;49;22.11762201;22.65921131;21.19127898;49;24.91551781;49;24.99413769;49;23.41718875;49;18.2073702;21.24952044;22.49597161;15.25985134;14.70673978;13.96509425
50;52.96252;6.52931;50;14.11378613;50;20.67850789;15.14593124;11.47087259;12.59468659;50;12.20287403;11.10979479;50;24.95970879;11.91554541;22.42775582;50;15.27333164;17.29760332;17.31267098;50;16.10061484;50;22.38641531;50;12.00783126;50;10.7530728;14.60004975;10.21747201;22.53037055;13.12537871;13.21830368
51;52.96259;6.52934;51;20.14923537;51;12.2032866;18.21425439;11.27968044;10.85566874;51;15.0562986;24.09540703;51;16.09602435;22.32247116;15.6265003;51;10.5470449;24.63476308;17.68597251;51;24.26181939;51;14.50417549;51;12.10111996;51;19.80056855;22.95693012;18.44657104;17.2041973;24.48952602;17.63563704
52;52.96272;6.52942;52;19.4517293;52;11.84910543;14.30448;17.87638189;21.19013944;52;11.12807201;18.02719244;52;21.70669634;19.98595037;12.78643651;52;21.39994608;21.06146018;10.63496299;52;22.87785287;52;10.30072691;52;24.45423077;52;18.90981192;15.42361089;10.7447662;19.55609253;10.07579935;19.74493079
53;52.96299;6.52968;53;17.43871893;53;17.54437335;23.14325655;17.23765199;11.43380841;53;22.36804854;22.7278452;53;17.22625636;19.54518275;22.79857911;53;22.99906152;23.72465005;15.19670329;53;22.26863606;53;21.78738251;53;23.12207154;53;10.39824469;13.5115717;10.16419452;24.92087885;17.34136574;10.20142609
54;52.96307;6.52977;54;23.42299685;54;21.14771018;12.59339305;19.08155395;24.37134689;54;19.93548616;15.83642013;54;19.57789137;24.15956461;13.71520548;54;18.48584015;17.46111415;21.03883347;54;15.24596992;54;14.12614449;54;18.9802197;54;19.62783425;11.93750694;13.4399119;19.01665061;11.11862775;18.72504609
55;52.96313;6.52982;55;21.09745575;55;13.73711838;23.03447123;23.40583206;16.34297545;55;24.46209983;20.52145857;55;19.62318371;22.84847445;22.27082113;55;13.16513438;15.68641768;15.33703493;55;18.07696162;55;13.15649604;55;18.19182984;55;15.69817008;20.50669462;22.9444883;18.61479834;23.05930314;24.52480261
56;52.96318;6.52985;56;21.10454948;56;18.08324023;11.85908699;19.27277666;24.72980743;56;19.78411749;15.96574349;56;23.32215254;11.43231203;24.54132542;56;24.95310345;14.21278369;11.74808069;56;18.3802697;56;16.45337902;56;20.65504218;56;17.33656027;14.43994784;20.70476737;10.35975068;20.60099926;19.97313339
57;52.96322;6.52986;57;18.63890518;57;17.1338981;10.82064153;16.88812352;16.01905766;57;20.67009037;13.26679696;57;11.41848903;13.58588112;15.82062939;57;23.03629742;14.52267448;22.57956789;57;18.98617923;57;14.34791541;57;12.15370402;57;10.87512353;21.51429786;12.9740887;13.07660817;19.79805144;17.23712211
58;52.96326;6.52987;58;14.3006853;58;12.03270289;19.93012327;22.44513608;17.48498703;58;14.34320573;12.89097036;58;10.82566716;11.47591806;13.90159393;58;13.97041417;10.1161769;12.11045688;58;22.80330105;58;20.67776295;58;15.99835638;58;17.09310369;24.55018084;20.05193806;22.36549806;22.6217706;21.96014343
59;52.96332;6.52987;59;17.34509466;59;12.10536515;12.60207971;11.43996347;14.57610481;59;19.04828008;13.40449508;59;13.89138065;23.593375;18.60024833;59;23.46947393;23.36594897;16.28087464;59;16.18521588;59;14.29269265;59;21.34015607;59;20.36142634;17.45478718;10.51428985;14.42708014;24.24824168;17.88182985
60;52.96337;6.52985;60;11.73342723;60;22.85244975;10.0463081;12.92302409;21.35954067;60;15.7800432;12.86192274;60;18.64194916;24.37693008;13.57046018;60;11.30271917;11.83505079;21.95766402;60;23.8934544;60;10.16108289;60;13.21628381;60;16.69687234;16.13942678;14.27206756;17.06536639;19.87910496;10.87351322
61;52.96343;6.52982;61;21.37142375;61;16.7010556;22.92188416;14.96581875;10.76301252;61;10.97359554;24.84614096;61;12.78181159;19.60300672;10.17559837;61;21.62962175;24.3663996;19.08812885;61;13.11644306;61;17.91543236;61;13.99753828;61;10.12818261;22.12537916;11.36479962;21.12746576;17.33524236;22.56564953
62;52.96347;6.52979;62;24.38946103;62;12.92768524;24.17683715;22.7774563;24.07692578;62;19.55512126;17.35257648;62;17.49353445;22.37071353;22.04435505;62;13.45048673;10.42137906;24.01773434;62;17.46966601;62;18.95111489;62;13.07600635;62;19.66174807;19.78107561;24.21389722;13.84964134;17.52611554;12.19710884
63;52.96350;6.52975;63;15.33043306;63;22.04488767;23.78563968;10.88246793;24.69200716;63;15.05474055;21.51211616;63;21.35642112;21.69727377;17.15176039;63;12.96528465;12.97835963;13.91248496;63;17.06461232;63;22.6567953;63;17.66932507;63;22.31780674;18.8601788;23.99876106;12.26012011;14.28947292;13.40224746
64;52.96353;6.52969;64;22.03183249;64;19.73909163;19.66215877;24.82674795;23.09660911;64;22.52716153;16.58257486;64;24.95204282;22.5396408;18.89591441;64;20.06185184;22.28158546;20.77301558;64;14.34159181;64;16.03959678;64;17.12353953;64;15.34930013;12.88618757;11.85565005;21.65703952;16.1589465;21.97555524
65;52.96355;6.52963;65;15.71348178;65;11.10854167;24.37501755;15.38923775;13.22637736;65;15.47134812;17.89986913;65;24.68930016;10.47270136;15.57111063;65;12.63559945;22.52369851;17.86805851;65;22.05721164;65;11.63608265;65;24.27249144;65;14.63145661;14.15278134;11.43962122;22.14680433;13.81012887;11.53299656
66;52.96356;6.52957;66;10.85020316;66;20.77124353;22.09720136;10.73257097;23.01560695;66;14.73188952;11.90302766;66;18.9711166;23.46622865;10.00636079;66;19.96977216;21.03814652;20.90253453;66;16.16076341;66;22.47498077;66;15.57538689;66;13.60547166;16.12232884;24.19034226;19.00220919;23.00619395;10.60337771
67;52.96356;6.52949;67;11.06607487;67;19.63829403;24.9730401;21.06035277;12.01199682;67;15.63057593;24.81744675;67;20.67877331;18.29097933;15.72683416;67;18.8804645;13.56883941;20.42648876;67;12.74112163;67;11.99825549;67;22.91285198;67;14.77340286;18.36931499;15.81798437;14.04152704;15.49508335;18.41198941
68;52.96355;6.52942;68;19.64042466;68;16.65140325;16.10826264;14.72743745;20.69800168;68;20.29984848;21.63189125;68;18.16436692;11.91758;20.54407624;68;24.98882589;10.33352869;14.24695647;68;22.00470304;68;13.3650754;68;13.71654766;68;20.04038502;23.28045682;15.12440345;11.88463616;19.15724487;12.57480019
69;52.96351;6.52933;69;10.25199469;69;13.82212166;21.8470845;23.34829559;20.57182021;69;20.85606653;24.83851306;69;10.96650803;24.80397857;22.62994125;69;11.33782441;24.4024272;16.64942725;69;13.79036059;69;16.26258257;69;23.69612522;69;21.16025236;13.40079785;22.69581088;16.71135821;22.90141398;15.1596859
70;52.96346;6.52925;70;18.2930474;70;23.84005329;16.56346538;14.74577039;23.07944437;70;22.34894893;21.97931794;70;10.86293002;22.55089573;18.24486709;70;22.68398117;20.74512035;11.53768476;70;14.79272461;70;13.63617541;70;15.46094086;70;12.46878697;19.84267605;10.10276251;19.23633778;24.06456498;10.92676214
71;52.96340;6.52915;71;24.29076595;71;24.0930686;13.23227904;10.39224948;15.41103395;71;17.5838218;20.30671487;71;15.5446889;12.16155004;10.83872174;71;22.75492781;10.96594455;19.88966416;71;11.39446944;71;12.18341564;71;16.94992875;71;11.85174046;17.22853727;11.78409679;22.83814968;22.66174956;20.25566391
72;52.96313;6.52886;72;15.71601494;72;10.60302818;11.04202589;13.15963455;13.43237232;72;24.22599341;19.66042427;72;22.95995715;12.64675161;23.29213023;72;22.09923604;14.01672393;13.37884837;72;23.71210747;72;17.38665825;72;16.16696182;72;17.87951528;14.34589352;17.43135231;17.5762832;12.18310585;14.14136874
73;52.96297;6.52874;73;20.24332138;73;12.08534064;13.9840205;21.68890465;14.27265156;73;10.60031482;14.29222504;73;23.15710917;21.05620203;12.96418177;73;15.96399328;14.15467106;15.30458703;73;14.23165813;73;11.18807501;73;18.57279428;73;23.0984669;20.10378682;20.6759303;13.22672989;21.4130211;24.34243818
74;52.96263;6.52849;74;22.48018167;74;24.03298992;22.05709689;16.49625966;24.84229335;74;21.31260569;22.03703304;74;12.66122918;20.12873227;10.36583785;74;15.10647741;14.78228332;16.90133388;74;24.03551601;74;19.14129204;74;18.72672567;74;23.98149421;23.25543101;17.10688629;17.44156579;13.98524317;15.46878069
75;52.96232;6.52834;75;11.2952663;75;14.91354551;15.16768745;22.16948448;11.34478427;75;12.12918748;17.95850977;75;15.82054088;14.47063599;11.57317481;75;20.64110445;22.91556801;16.91957281;75;16.87646436;75;23.32641942;75;11.90339866;75;14.11433509;10.69629303;24.95788879;16.76214022;13.44180614;16.38632257
76;52.96206;6.52816;76;14.6636993;76;15.75882468;16.72737971;17.58098812;21.73870885;76;24.66093076;23.23758307;76;21.33903044;15.15321964;17.97362941;76;11.51826003;11.94397637;16.14673034;76;21.06215841;76;22.0159738;76;20.52839411;76;11.94218601;21.81257785;16.52589422;23.4509489;13.38223267;12.16076744
77;52.96169;6.52782;77;16.11898638;77;20.69769707;15.9340113;12.16303551;20.40927243;77;12.34139179;17.48595023;77;16.70312841;17.83139289;14.11580874;77;10.08044729;13.5618366;20.97951716;77;18.96509414;77;12.32904968;77;19.30540279;77;10.15732667;17.29306639;23.59788662;20.47884684;12.77676775;13.3520371
78;52.96016;6.52620;78;23.44163194;78;13.66374314;14.18552185;17.43692255;23.27770822;78;12.48716881;18.20279539;78;13.20068124;24.9334895;13.20552711;78;21.75032673;12.1263626;16.58936458;78;12.38300628;78;17.41940291;78;10.83497871;78;12.46741299;15.14180497;11.30121302;19.81160767;16.59408546;17.10757709
79;52.96001;6.52601;79;22.99446384;79;16.2167612;18.12861867;20.80390145;23.76349366;79;17.1208214;13.16131032;79;14.20593633;23.00493098;19.17809394;79;19.68917442;20.50550348;22.39418442;79;23.30610757;79;15.95659818;79;24.04966391;79;17.35101428;23.82942003;11.15285465;16.36114326;14.42494368;24.81713802
80;52.96000;6.52600;80;15.25035588;80;23.74944059;21.9799408;18.87801229;24.14818581;80;16.06658959;13.98726634;80;12.87127991;20.33256116;21.92951876;80;14.058881;24.86953881;10.95109203;80;11.03232284;80;18.9688016;80;20.58319142;80;13.14132054;16.3648434;13.7169139;19.68913641;17.22181922;23.19392696
81;52.95976;6.52569;81;16.61671716;81;17.78451998;18.14046969;16.64914681;16.27873835;81;10.46637046;17.32324568;81;20.30756522;16.04829746;17.02366888;81;15.17579898;16.03274144;18.4344833;81;13.35435071;81;21.67783536;81;16.84879159;81;16.11767772;21.58032271;16.92318692;19.42266574;23.69132309;10.56902752
82;52.95777;6.52320;82;10.30928655;82;19.31234655;12.3687297;18.38770001;15.43902522;82;14.06013819;21.32843439;82;10.17170093;13.99576581;15.35651214;82;22.80085197;12.56819714;21.07955024;82;17.67417026;82;14.15177803;82;14.58504047;82;13.51314371;18.92565344;21.93709197;24.38385492;20.96690181;16.82504869
83;52.95773;6.52316;83;16.12866326;83;23.45391593;12.49342511;17.55824842;24.58817732;83;18.13209992;24.87180707;83;19.41018125;19.70606383;16.96317146;83;11.33367574;10.46831302;20.7605169;83;14.01158181;83;14.42225554;83;20.52056324;83;13.92273256;23.12053696;16.33796108;22.45524713;13.1279942;17.81663649
